gender,age,civilStatus,childrens,district,health,closeFriends,work,workHoursWeek,familyMembers,familiarIncome,fatherStudy,motherStudy,university,typeExam,elementarySchool,profession,yearStudy,universitySelectionReazon,minToTravel,weekStudyTime,failCourses,AsistancePercentage,midterExam,finalExam,practiceGrade,FinalGrade,StudentPerformance
0,24,0,1,2,0,3,1,40,5,2,0,1,1,1,1,2,1,3,30.0,3.0,0,90,16,16,16.0,16.0,2
0,20,1,0,2,0,15,0,0,3,2,1,1,1,1,1,2,5,3,30.0,4.0,0,100,16,16,15.0,15.66666667,2
1,19,1,0,2,0,2,0,0,4,2,0,0,1,0,0,2,5,0,30.0,4.0,0,80,13,14,14.0,13.66666667,2
0,42,0,3,2,0,5,1,80,5,2,1,1,0,1,0,2,3,3,30.0,20.0,0,100,14,14,16.0,14.66666667,2
0,18,1,0,1,0,3,0,0,4,2,1,0,1,1,0,2,2,3,40.0,9.0,0,100,16,17,15.0,16.0,2
0,23,1,0,2,0,3,0,0,4,2,0,0,1,1,0,2,1,3,30.0,4.0,0,100,16,15,16.0,15.66666667,2
1,20,0,0,2,2,4,0,0,2,1,0,0,1,0,0,2,3,0,45.0,4.0,0,95,18,18,18.0,18.0,0
0,21,1,0,0,0,0,1,48,7,1,0,1,1,1,1,2,3,3,50.0,6.0,0,100,15,15,15.0,15.0,2
0,35,0,2,2,0,5,1,48,4,2,1,0,1,1,0,2,3,1,45.0,24.0,1,100,14,13,14.0,13.66666667,2
0,24,1,0,1,0,1,0,50,6,1,0,0,1,1,0,2,2,3,180.0,10.0,0,100,14,17,18.0,16.33333333,2
1,21,0,1,2,0,3,0,0,5,2,1,0,1,0,0,1,5,3,30.0,5.0,0,95,18,16,16.5,16.83333333,2
0,21,1,0,1,2,0,0,0,5,1,0,0,0,0,0,2,4,1,60.0,4.0,3,100,15,15,13.0,14.33333333,2
0,23,1,0,2,0,30,0,0,3,2,1,0,1,1,1,2,5,2,45.0,6.0,3,100,16,15,16.0,15.66666667,2
0,33,0,1,0,0,2,0,0,3,1,0,0,0,1,0,2,3,3,120.0,2.0,0,100,14,14,14.0,14.0,2
0,22,0,0,0,0,25,0,0,5,0,1,0,0,1,0,2,5,1,15.0,2.0,4,90,13,15,11.0,13.0,1
1,20,0,0,2,2,3,1,40,4,2,0,0,1,0,0,2,4,0,1.0,3.0,0,100,15,16,16.0,15.66666667,2
0,45,0,2,1,0,40,1,10,3,2,1,1,0,1,0,2,4,3,1.0,6.0,0,100,16,15,15.0,15.33333333,2
1,32,0,0,3,2,20,1,12,8,2,1,0,0,1,0,2,4,3,60.0,6.0,0,100,14,14,14.0,14.0,2
0,32,0,2,3,0,4,1,55,3,2,1,0,0,1,0,2,4,3,60.0,5.0,3,87,14,14,15.0,14.33333333,2
0,39,1,0,3,2,5,1,48,4,1,1,0,0,1,0,2,4,3,180.0,3.0,0,100,15,15,16.0,15.33333333,2
0,59,0,2,3,2,6,1,54,3,2,0,0,0,1,0,2,4,0,70.0,10.0,0,100,15,14,16.0,15.0,2
1,44,0,2,3,0,5,1,40,5,1,1,0,0,1,0,2,4,1,2.0,4.0,0,100,18,16,17.0,17.0,2
0,34,1,2,1,0,2,1,9,6,1,0,0,0,1,0,2,4,3,40.0,4.0,2,100,14,14,13.0,13.66666667,2
0,39,1,0,3,2,2,1,48,3,2,1,0,0,1,0,2,4,3,60.0,4.0,0,100,13,13,14.0,13.33333333,2
0,28,1,0,3,0,5,1,8,8,2,0,0,1,1,0,2,4,3,50.0,4.0,0,90,11,11,11.0,11.0,1
0,30,1,0,3,0,2,1,48,8,2,1,1,0,1,0,2,4,3,75.0,4.0,0,90,12,13,15.0,13.33333333,2
0,48,0,0,2,0,2,1,48,6,2,0,0,0,1,1,2,4,3,60.0,4.0,1,95,16,15,14.0,15.0,2
0,41,0,1,3,0,4,1,48,2,2,0,0,0,1,1,2,4,3,45.0,8.0,0,90,14,14,14.0,14.0,2
0,44,1,3,0,0,10,1,48,5,2,0,0,0,1,0,2,4,3,20.0,4.0,0,99,14,14,14.0,14.0,2
0,28,1,0,2,2,3,1,48,5,2,1,0,0,1,0,2,4,3,150.0,4.0,0,100,15,15,15.0,15.0,2
0,40,0,1,3,2,6,1,36,5,1,1,0,0,1,0,2,4,3,60.0,6.0,0,100,15,16,16.0,15.66666667,2
0,42,1,1,2,0,15,1,30,8,2,1,0,0,1,0,2,4,3,1.0,4.0,0,99,16,15,16.0,15.66666667,2
1,30,1,0,3,0,7,1,40,6,1,0,0,0,1,0,2,4,3,45.0,4.0,0,97,15,14,15.0,14.66666667,2
0,40,0,2,3,0,4,1,54,4,2,1,0,0,1,1,2,4,3,90.0,8.0,0,90,15,14,14.0,14.33333333,2
0,18,1,0,3,0,3,0,0,5,2,1,1,1,1,1,3,1,3,120.0,4.0,0,100,15,17,18.0,16.66666667,2
1,33,1,0,1,0,10,1,30,4,2,1,1,1,1,0,3,1,1,35.0,8.0,0,98,16,17,17.0,16.66666667,2
1,17,1,0,1,2,10,0,0,5,2,1,1,1,0,1,3,1,3,20.0,1.0,0,100,19,18,17.0,18.0,0
0,47,0,2,3,2,10,1,50,4,2,1,1,0,1,0,2,4,1,2.0,10.0,0,100,14,15,14.0,14.33333333,2
0,45,0,3,3,0,4,1,50,5,2,1,1,0,1,1,2,4,2,45.0,3.0,2,40,15,15,14.0,14.66666667,2
0,32,1,2,3,0,5,1,30,6,1,1,0,0,1,0,0,5,3,60.0,8.0,2,60,16,16,15.0,15.66666667,2
0,23,1,0,1,0,6,0,6,4,2,1,1,0,1,1,2,4,3,20.0,4.0,3,100,13,14,16.0,14.33333333,2
0,33,1,0,3,0,5,1,10,5,2,0,0,0,1,0,2,4,3,60.0,4.0,1,95,15,15,16.0,15.33333333,2
0,51,0,1,3,0,3,1,8,3,1,1,1,0,1,0,2,4,3,90.0,6.0,0,100,13,15,16.0,14.66666667,2
1,33,1,0,3,2,2,1,45,2,2,1,0,0,1,0,2,4,3,120.0,8.0,0,100,14,14,18.0,15.33333333,2
0,46,0,2,3,1,5,0,60,4,1,0,0,0,1,0,2,4,3,210.0,6.0,0,100,15,15,16.0,15.33333333,2
0,18,1,0,3,2,5,0,0,5,2,1,1,1,0,1,1,1,3,60.0,4.0,0,90,15,16,16.0,15.66666667,2
0,28,0,1,1,0,15,1,90,3,0,0,0,0,1,1,2,4,3,5.0,2.0,1,95,14,14,16.0,14.66666667,2
1,19,0,0,1,0,3,0,0,5,2,1,1,1,0,1,1,3,3,60.0,5.0,0,90,18,18,18.0,18.0,0
0,33,1,0,3,0,3,1,55,5,2,0,0,0,1,0,2,4,3,70.0,5.0,1,100,14,16,16.0,15.33333333,2
0,33,0,1,2,0,1,1,8,6,1,0,0,0,1,0,2,4,2,40.0,4.0,0,90,15,15,15.0,15.0,2
1,24,1,0,3,2,5,1,6,4,1,1,1,0,1,1,2,4,3,110.0,5.0,2,100,14,15,15.0,14.66666667,2
0,25,0,1,1,0,5,1,40,5,2,1,0,0,1,0,2,2,3,10.0,3.0,2,70,12,12,12.0,12.0,1
0,27,1,0,2,0,4,1,50,4,2,1,0,0,1,1,2,4,3,50.0,5.0,0,100,17,17,17.0,17.0,2
1,38,1,0,3,0,3,1,20,3,2,1,0,0,1,0,2,2,3,40.0,20.0,0,80,17,16,17.0,16.66666667,2
0,23,1,0,2,0,5,1,48,5,2,1,1,0,1,1,2,2,3,90.0,20.0,0,100,12,14,16.0,14.0,2
0,38,0,3,3,0,1,1,40,12,2,0,1,0,1,0,2,2,3,60.0,3.0,0,100,16,16,15.0,15.66666667,2
0,56,0,3,3,0,10,1,48,5,1,0,0,0,1,0,2,2,3,90.0,2.0,0,95,14,13,14.0,13.66666667,2
0,35,0,2,2,2,2,1,40,4,2,1,1,0,1,0,2,2,3,35.0,2.0,0,95,13,13,15.0,13.66666667,2
0,24,1,0,3,0,1,1,40,6,2,1,0,0,1,0,2,2,3,90.0,5.0,0,95,15,15,7.0,12.33333333,1
0,55,1,1,1,0,10,1,36,11,2,0,0,0,1,0,2,2,1,20.0,28.0,0,90,16,15,16.0,15.66666667,2
0,53,0,2,1,0,25,1,40,4,2,1,1,0,1,0,2,2,3,20.0,20.0,0,100,14,14,14.0,14.0,2
0,24,1,0,3,0,10,1,50,5,2,1,1,0,1,0,2,2,3,90.0,5.0,1,85,15,13,14.0,14.0,2
0,39,1,0,3,2,5,1,6,4,1,1,0,0,1,0,2,2,3,120.0,10.0,0,100,13,14,15.0,14.0,2
0,38,0,2,3,2,2,1,48,4,1,1,0,0,1,0,2,2,3,70.0,6.0,0,90,13,13,14.0,13.33333333,2
0,35,0,1,3,1,5,1,50,5,2,1,1,0,1,0,2,2,3,60.0,3.0,2,100,15,13,14.0,14.0,2
0,27,1,0,3,0,5,1,5,13,1,0,0,0,1,0,2,2,3,1.0,5.0,0,98,15,12,14.0,13.66666667,2
0,40,0,2,3,0,4,1,40,4,1,0,0,0,1,0,2,2,3,40.0,4.0,0,100,18,18,18.0,18.0,0
0,41,1,0,1,0,5,1,54,4,2,0,0,0,1,0,2,2,1,25.0,23.0,0,95,14,13,15.0,14.0,2
0,32,0,1,3,0,3,1,48,6,2,1,0,0,1,1,2,2,3,40.0,13.0,0,100,15,14,18.0,15.66666667,2
0,43,0,2,3,0,5,1,38,5,2,1,0,0,1,0,2,2,0,60.0,8.0,0,100,16,16,17.0,16.33333333,2
0,27,1,1,3,2,5,1,40,5,2,1,1,0,1,0,2,2,3,120.0,24.0,0,100,15,15,15.0,15.0,2
0,25,0,0,3,2,5,1,25,4,2,0,0,0,1,0,2,2,3,100.0,4.0,0,100,15,14,15.0,14.66666667,2
0,34,1,0,2,0,6,1,50,4,2,1,1,0,1,0,2,2,3,1.0,6.0,0,90,14,14,16.0,14.66666667,2
0,45,1,0,3,0,15,1,30,3,2,0,0,0,1,0,2,2,3,100.0,4.0,0,100,15,14,13.0,14.0,2
0,28,1,0,0,0,10,1,40,4,2,1,1,0,1,0,2,2,3,60.0,10.0,1,80,13,14,15.0,14.0,2
1,24,1,0,2,2,3,0,0,5,1,0,0,0,1,0,2,2,3,120.0,5.0,0,97,17,15,17.0,16.33333333,2
0,23,0,1,3,0,15,1,45,3,1,0,0,0,1,0,2,2,3,50.0,4.0,0,95,15,14,17.0,15.33333333,2
0,28,1,0,1,2,10,0,0,3,2,1,1,0,1,0,2,2,3,30.0,4.0,0,95,16,15,15.0,15.33333333,2
0,34,0,1,0,2,2,1,48,2,1,1,0,0,1,0,2,2,3,60.0,3.0,0,100,15,14,16.0,15.0,2
1,27,0,0,3,2,3,1,40,10,2,1,1,0,1,1,2,2,3,2.0,4.0,0,100,16,18,15.0,16.33333333,2
0,25,1,0,1,2,2,0,0,5,2,1,1,0,1,1,2,2,3,20.0,3.0,0,90,16,13,15.0,14.66666667,2
0,37,0,0,1,0,3,1,40,5,2,0,0,0,1,0,2,2,3,30.0,4.0,0,100,15,14,15.0,14.66666667,2
0,51,0,2,3,2,10,1,30,5,1,1,0,0,1,0,2,2,3,45.0,5.0,1,99,17,15,15.0,15.66666667,2
0,46,0,2,3,1,5,0,60,4,1,0,0,0,1,0,2,4,3,210.0,6.0,0,100,15,15,15.0,15.0,2
1,20,1,0,1,0,6,0,0,4,2,1,0,1,1,0,2,4,1,40.0,2.0,0,100,14,14,14.0,14.0,2
1,22,1,0,0,2,4,1,20,3,1,1,1,1,1,1,3,3,3,40.0,30.0,0,100,16,15,15.0,15.33333333,2
1,22,1,0,0,2,4,1,20,3,1,1,1,1,1,1,3,3,3,40.0,30.0,0,100,16,15,15.0,15.33333333,2
0,24,1,0,2,0,20,1,30,8,2,0,0,0,1,0,2,5,3,90.0,20.0,2,80,11,13,12.0,12.0,1
0,22,0,0,3,0,2,1,45,7,2,0,0,0,0,0,2,5,3,120.0,6.0,0,95,14,13,15.0,14.0,2
0,28,1,0,3,0,10,1,48,3,2,1,1,0,1,0,2,5,3,30.0,16.0,5,90,13,13,15.0,13.66666667,2
0,23,1,0,1,0,4,0,0,8,2,0,0,0,0,1,2,5,3,25.0,5.0,2,95,14,14,13.0,13.66666667,2
0,20,1,0,3,0,3,1,32,3,2,1,0,0,1,0,2,4,1,30.0,4.0,1,90,12,14,16.0,14.0,2
0,23,1,0,1,0,7,1,4,4,2,1,1,0,0,1,2,5,3,30.0,1.0,6,100,12,15,14.0,13.66666667,2
1,25,1,0,0,0,5,1,20,9,1,0,0,0,1,1,2,5,1,20.0,40.0,1,80,14,11,12.0,12.33333333,1
0,25,0,0,2,0,20,0,0,5,1,0,1,0,0,0,2,5,3,90.0,10.0,2,90,15,15,15.0,15.0,2
0,23,1,0,0,0,10,0,0,7,2,1,1,0,0,1,2,5,1,60.0,4.0,4,75,12,12,14.0,12.66666667,1
1,24,0,0,2,0,2,1,40,4,2,1,1,0,1,1,2,5,3,90.0,5.0,0,99,14,14,15.0,14.33333333,2
0,22,1,0,2,0,5,1,42,5,2,0,0,0,0,1,2,5,3,100.0,4.0,0,100,15,15,16.0,15.33333333,2
0,24,1,0,1,0,5,0,0,6,2,1,0,0,1,1,2,5,3,100.0,10.0,2,100,15,13,12.0,13.33333333,2
0,23,1,0,1,2,5,1,8,6,2,0,0,0,0,0,2,5,1,40.0,6.0,0,100,13,15,15.0,14.33333333,2
0,25,1,0,2,0,20,1,30,3,2,0,0,0,0,1,2,5,3,90.0,4.0,0,90,12,15,15.0,14.0,2
0,23,1,0,1,0,4,0,0,5,2,1,1,0,1,1,2,5,3,90.0,4.0,3,80,12,12,14.0,12.66666667,1
0,22,1,0,3,0,10,1,12,4,2,0,0,0,1,0,2,5,3,5.0,8.0,0,13,14,14,14.0,14.0,2
0,25,1,0,1,0,5,0,0,5,2,1,1,0,1,1,2,5,3,90.0,3.0,3,95,14,13,12.0,13.0,1
0,22,1,0,3,2,0,0,0,3,2,0,0,0,1,0,2,5,3,300.0,6.0,0,100,14,15,14.0,14.33333333,2
1,21,0,0,3,0,3,1,25,4,2,1,0,0,1,0,2,5,1,180.0,30.0,3,100,13,13,15.0,13.66666667,2
0,22,1,0,1,0,10,1,40,4,2,0,0,0,0,1,2,5,1,80.0,5.0,1,100,15,15,18.0,16.0,2
0,22,0,0,0,0,2,1,48,6,2,1,1,0,1,0,2,5,3,2.0,20.0,3,90,15,14,14.0,14.33333333,2
1,21,1,0,3,0,30,1,8,6,1,0,0,0,1,0,2,4,1,30.0,36.0,5,90,13,12,15.0,13.33333333,2
0,23,1,1,1,2,10,0,0,3,2,1,1,0,1,1,2,5,3,90.0,5.0,2,80,15,13,11.0,13.0,1
0,25,1,0,2,2,1,0,0,4,2,1,1,0,0,0,2,5,3,50.0,10.0,10,80,14,12,15.0,13.66666667,2
0,24,1,0,3,0,10,1,30,6,2,0,0,0,1,0,2,5,3,120.0,4.0,1,90,14,14,15.0,14.33333333,2
0,22,1,1,3,2,15,1,10,7,2,0,0,0,1,1,2,5,1,6.0,5.0,6,98,12,12,14.0,12.66666667,1
0,22,1,0,1,2,5,1,48,4,2,0,0,0,0,1,2,5,3,60.0,6.0,1,100,15,15,15.0,15.0,2
0,25,1,0,3,2,6,0,0,4,2,1,1,0,1,0,2,5,1,8.0,8.0,0,100,14,14,13.0,13.66666667,2
0,24,1,0,3,0,0,0,35,7,1,0,0,0,1,0,2,5,3,2.3,4.0,4,90,12,12,14.0,12.66666667,1
1,25,1,0,2,0,3,1,30,6,2,1,1,0,0,1,2,5,3,80.0,5.0,1,90,12,11,12.0,11.66666667,1
0,22,1,0,3,0,15,1,12,11,2,0,0,0,1,0,2,5,3,180.0,9.0,2,100,14,14,16.0,14.66666667,2
0,35,1,0,3,0,6,1,40,5,2,1,0,0,0,0,2,3,3,180.0,4.0,0,100,16,15,16.0,15.66666667,2
0,35,1,0,3,0,6,1,40,5,2,1,0,0,0,0,2,3,3,180.0,4.0,0,100,16,15,16.0,15.66666667,2
0,26,0,1,2,2,1,1,43,3,1,1,1,0,1,0,2,5,3,90.0,5.0,1,80,11,8,12.0,10.33333333,1
1,22,0,1,2,0,4,0,0,3,1,1,1,0,1,1,2,5,1,10.0,4.0,1,70,14,14,15.0,14.33333333,2
0,26,1,0,1,0,4,0,0,6,2,1,0,0,1,0,2,5,3,70.0,4.0,6,100,12,13,13.0,12.66666667,1
1,21,1,0,2,0,3,1,12,3,2,0,0,0,1,0,2,4,1,30.0,8.0,4,90,12,12,12.0,12.0,1
0,23,1,0,1,2,10,1,42,9,2,0,0,0,1,1,2,5,3,120.0,4.0,0,100,14,14,13.0,13.66666667,2
1,27,1,0,2,0,2,1,30,4,2,1,1,0,0,0,2,5,3,90.0,3.0,4,98,14,14,15.0,14.33333333,2
0,28,1,0,0,0,8,1,48,5,1,1,1,0,1,0,2,5,3,15.0,5.0,1,90,14,14,14.0,14.0,2
0,24,1,0,1,0,5,1,30,5,2,1,1,0,0,0,2,5,3,120.0,2.0,3,90,12,12,11.0,11.66666667,1
0,25,0,1,3,0,20,1,40,4,2,1,1,0,1,0,2,3,3,160.0,4.0,1,100,16,16,16.0,16.0,2
0,24,1,0,0,0,3,0,0,5,2,0,0,0,1,0,2,5,3,50.0,4.0,0,100,14,13,15.0,14.0,2
1,23,1,0,3,0,3,1,7,7,2,1,1,0,1,0,2,5,3,90.0,10.0,2,99,16,16,15.0,15.66666667,2
0,25,1,0,2,0,10,1,40,6,2,0,0,0,1,0,2,5,3,90.0,0.0,1,90,15,15,15.0,15.0,2
0,25,1,0,2,0,4,0,0,5,2,1,0,0,1,1,2,5,1,20.0,12.0,0,100,13,14,14.0,13.66666667,2
0,24,1,0,1,0,5,1,40,6,2,1,0,0,1,0,2,5,3,120.0,2.0,3,80,13,13,15.0,13.66666667,2
0,25,1,0,2,0,0,1,36,5,2,1,0,0,1,0,2,5,3,120.0,18.0,0,100,15,12,14.0,13.66666667,2
0,24,1,0,1,0,5,1,30,10,1,1,0,0,1,1,2,5,3,45.0,30.0,2,75,14,13,16.0,14.33333333,2
0,24,0,0,1,0,5,1,9,8,2,1,1,0,1,0,2,5,3,45.0,2.0,0,100,15,12,15.0,14.0,2
0,23,1,0,0,0,6,0,0,5,2,0,1,0,0,1,2,5,1,15.0,4.0,0,100,14,13,15.0,14.0,2
0,25,0,0,0,0,10,1,48,5,2,1,0,0,0,1,2,5,3,15.0,4.0,8,100,11,12,11.0,11.33333333,1
0,23,1,0,3,2,3,1,40,4,2,0,0,0,1,0,2,5,3,120.0,3.0,0,90,11,11,15.0,12.33333333,1
0,22,1,0,2,0,10,0,0,10,2,1,0,0,1,0,2,5,3,60.0,8.0,0,80,13,13,15.0,13.66666667,2
0,21,0,0,3,2,5,0,0,3,2,1,1,0,1,1,2,4,1,20.0,24.0,5,100,14,13,15.0,14.0,2
0,23,1,0,2,0,2,1,30,4,2,0,0,0,1,0,2,5,3,666.0,55.0,2,80,17,17,16.0,16.66666667,2
0,26,0,1,1,0,6,1,40,5,2,0,0,0,1,1,2,5,3,45.0,4.0,2,90,13,13,13.0,13.0,1
0,23,1,0,1,0,10,1,48,5,1,0,1,0,1,1,2,5,3,90.0,3.0,1,90,14,12,15.0,13.66666667,2
0,30,1,0,3,0,5,1,8,5,2,0,0,0,1,0,2,5,3,100.0,80.0,0,100,14,15,16.0,15.0,2
0,22,1,0,3,2,10,1,72,5,2,1,0,0,1,0,2,4,1,40.0,5.0,4,70,13,12,12.0,12.33333333,1
0,25,1,0,3,0,3,1,50,5,2,0,0,0,1,0,2,5,3,5.0,6.0,3,95,14,13,15.0,14.0,2
0,24,1,0,3,0,9,0,0,4,2,0,0,0,1,0,2,5,3,60.0,10.0,3,80,12,14,12.0,12.66666667,1
0,22,1,0,2,2,8,1,20,9,2,1,0,0,1,1,2,5,3,90.0,2.0,5,40,13,16,12.0,13.66666667,2
0,20,1,0,3,0,2,1,24,3,2,1,1,0,1,0,2,4,1,30.0,6.0,1,90,13,12,15.0,13.33333333,2
0,24,1,0,3,0,8,1,36,3,2,0,0,0,1,0,2,5,3,180.0,5.0,2,85,14,13,15.0,14.0,2
1,27,1,0,0,0,2,1,48,6,1,0,0,1,1,0,2,3,3,1.0,8.0,0,100,15,15,15.0,15.0,2
0,49,0,2,2,0,5,1,60,5,2,1,0,1,1,0,3,3,1,30.0,9.0,0,90,14,13,15.0,14.0,2
0,27,1,0,2,0,3,1,9,3,1,0,0,1,1,0,2,5,1,40.0,17.0,0,100,15,17,18.0,16.66666667,2
0,33,0,1,0,2,0,1,48,3,1,0,0,1,1,0,2,3,2,80.0,5.0,2,80,14,12,14.0,13.33333333,2
0,32,1,0,3,0,2,1,42,3,1,0,0,1,1,0,2,3,3,120.0,4.0,0,98,15,16,15.0,15.33333333,2
0,29,1,0,2,0,25,1,48,5,1,1,0,1,1,1,2,3,3,25.0,5.0,0,90,17,18,17.0,17.33333333,0
0,23,1,0,3,0,2,1,24,2,2,0,0,1,1,0,2,3,3,180.0,3.0,0,90,15,18,16.0,16.33333333,2
0,29,1,0,0,0,2,1,48,5,1,0,0,1,1,0,2,3,1,1.0,6.0,0,90,18,17,18.0,17.66666667,0
